"Qualification","Experience","Place","Profile","Fees","Qual","nyear","nplace","nprof","city","targetdata_Ayurveda","targetdata_Dentist","targetdata_Dermatologists","targetdata_ENT Specialist","targetdata_General Medicine","targetdata_Homeopath","targetdata_ Bangalore","targetdata_ Chennai","targetdata_ Coimbatore","targetdata_ Delhi","targetdata_ Ernakulam","targetdata_ Hyderabad","targetdata_ Mumbai","targetdata_ Sector 5","targetdata_ Thiruvananthapuram","targetdata_unknown"
"MDS - Orthodontics and Dentofacial Orthopaedics","6 years experience","Banjara Hills, Hyderabad","Dentist",300,1,6,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DDV, DDVL","7 years experience","Old Airport Road, Bangalore","Dermatologists",500,3,7,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","16 years experience","Kanakpura Road, Bangalore","General Medicine",350,1,16,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BAMS","8 years experience","Krishna Nagar, Delhi","Ayurveda",300,1,8,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","10 years experience","Nagarbhavi, Bangalore","Ayurveda",100,1,10,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Dermatology & Venerology","38 years experience","Andheri West, Mumbai","Dermatologists",100,4,38,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine","34 years experience","Peelamedu, Coimbatore","General Medicine",250,2,34,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MBBS, DNB - ENT","10 years experience","Old Rajendra Nagar, Delhi","ENT Specialist",100,2,10,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","4 years experience","T Nagar, Chennai","Dentist",200,1,4,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BSAM, BAMS","44 years experience","Mathikere - BEL, Bangalore","Ayurveda",100,2,44,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, Certificate in Dental Implants","10 years experience","Chembur, Mumbai","Dentist",500,2,10,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","23 years experience","Khairatabad, Hyderabad","Homeopath",450,1,23,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics","23 years experience","Jayanagar, Bangalore","Dentist",200,2,23,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS, MD - Homeopathy","8 years experience","Attapur, Hyderabad","Homeopath",800,2,8,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine, Fellowship in Diabetology","10 years experience","Valasaravakkam, Chennai","General Medicine",400,3,10,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS- Periodontist & Implantalogist","11 years experience","Mulund West, Mumbai","Dentist",300,2,11,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Prosthodontist And Crown Bridge","9 years experience","Lokhandwala, Mumbai","Dentist",100,2,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine","33 years experience","BTM Layout 2nd Stage, Bangalore","General Medicine",300,2,33,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BAMS","14 years experience","Sanjay Nagar, Bangalore","Ayurveda",100,1,14,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MS - ENT","27 years experience","Thrikkakara, Ernakulam","ENT Specialist",350,1,27,5,4," Ernakulam",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry","6 years experience","Selaiyur, Chennai","Dentist",100,2,6,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology, DNB - Otorhinolaryngology, Fellowship in Head & Neck Surgery","12 years experience","Powai, Mumbai","ENT Specialist",800,4,12,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Homeopathy, DHMS (Diploma in Homeopathic Medicine and Surgery)","37 years experience","Paschim Vihar, Delhi","Homeopath",100,2,37,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS, Fellowship in Cosmetology","11 years experience","Green Park, Delhi","Dentist",500,2,11,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","9 years experience","Chintal, Hyderabad","Dentist",200,2,9,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LCEH","35 years experience","Andheri West, Mumbai","Homeopath",300,1,35,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS","9 years experience","JP Nagar 5 Phase, Bangalore","Dentist",200,1,9,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship In Cosmetic Dermatology","9 years experience","Kalyan Nagar, Bangalore","Dermatologists",500,4,9,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"DNB - General Medicine, Fellowship Training in Intensive Care Medicine, MBBS","11 years experience","Opera House, Mumbai","General Medicine",100,3,11,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MD - Medicine","35 years experience","Shahdara, Delhi","General Medicine",400,1,35,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS","37 years experience","Vijaynagar Colony, Hyderabad","General Medicine",200,1,37,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BHMS","7 years experience","Bannerghatta Road, Bangalore","Homeopath",200,1,7,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine, DM - Cardiology, Fellow of Indian College of Cardiology (FICC), FSCAI","19 years experience","Old Airport Road, Bangalore","General Medicine",750,5,19,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BDS","6 years experience","Vadapalani, Chennai","Dentist",250,1,6,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","19 years experience","Mulund West, Mumbai","Homeopath",900,1,19,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","12 years experience","Malakpet, Hyderabad","Dermatologists",300,2,12,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, DDV","29 years experience","Kemps Corner, Mumbai","Dermatologists",100,3,29,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - General Medicine","12 years experience","Dwarka Sector 13, Delhi","General Medicine",250,1,12,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","44 years experience","Vyttila, Ernakulam","ENT Specialist",200,2,44,5,4," Ernakulam",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics","19 years experience","Malkajgiri, Hyderabad","Dentist",100,2,19,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology","22 years experience","Saidapet, Chennai","ENT Specialist",600,3,22,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics","16 years experience","Saibaba Colony, Coimbatore","Dentist",200,2,16,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS","38 years experience","Dahisar East, Mumbai","General Medicine",100,1,38,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Periodontics","16 years experience","Residency Road, Bangalore","Dentist",500,2,16,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","5 years experience","KR Puram, Bangalore","Dentist",100,1,5,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Dermatology","22 years experience","Radhakrishnan Salai, Chennai","Dermatologists",300,2,22,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MDS - Periodontics, BDS","12 years experience","Vasant Kunj, Delhi","Dentist",500,2,12,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MDS - Conservative Dentistry & Endodontics, BDS","21 years experience","Prabhadevi, Mumbai","Dentist",800,2,21,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry","8 years experience","Mazgaon, Mumbai","Dentist",300,2,8,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Anatomy, BAMS","10 years experience","Mehdipatnam, Hyderabad","Ayurveda",300,2,10,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MS - ENT","3 years experience","BTM Layout 2nd Stage, Bangalore","ENT Specialist",500,1,3,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","7 years experience","Hulimavu, Bangalore","Dermatologists",300,2,7,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL, DNB - Dermatology & Venereology","18 years experience","Thiruvanmiyur, Chennai","Dermatologists",400,3,18,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","22 years experience","Vikas Puri, Delhi","ENT Specialist",500,2,22,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS","10 years experience","Dasarahalli, Bangalore","Ayurveda",250,1,10,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","17 years experience","HSR Layout, Bangalore","Dentist",100,1,17,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)","15 years experience","Chembur, Mumbai","ENT Specialist",500,3,15,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MS - ENT","28 years experience","Indiranagar, Bangalore","ENT Specialist",400,1,28,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS, M.D. (Psychiatry), Fellowship in Child and Adolescent Psychiatry","15 years experience","Vileparle, Mumbai","Homeopath",100,3,15,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - Ayurveda Medicine","6 years experience","JP Nagar 5 Phase, Bangalore","Ayurveda",200,1,6,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","21 years experience","Dwarka Sector 6, Delhi","Dentist",300,1,21,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Post Graduate Diploma in Periodontics and Implantology, Fellowship Program in Forensic Odontology, BDS","5 years experience","Malleswaram, Bangalore","Dentist",150,3,5,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","5 years experience","Mayur Vihar Ph-I, Delhi","Ayurveda",500,1,5,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS, Post Graduate Diploma in Emergency Services (PGDEMS), CGO","11 years experience","Wadala, Mumbai","Homeopath",300,3,11,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), Fellowship In Phonosurgery","23 years experience","Indiranagar, Bangalore","ENT Specialist",300,3,23,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","19 years experience","Delhi, Delhi","ENT Specialist",400,2,19,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DNB - Otorhinolaryngology","16 years experience","Dwarka, Delhi","ENT Specialist",700,2,16,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DGO","9 years experience","Teynampet, Chennai","General Medicine",100,2,9,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","15 years experience","Adyar, Chennai","Dermatologists",500,2,15,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MA - Psychology, BHMS","6 years experience","Vasant Kunj, Delhi","Homeopath",900,2,6,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BAMS","23 years experience","Dwarka, Delhi","Ayurveda",100,1,23,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Periodontics","6 years experience","Shastri Nagar, Delhi","Dentist",200,2,6,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS, MA - Psychology, MD - Homeopathy","29 years experience","Kachiguda, Hyderabad","Homeopath",100,3,29,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS","12 years experience","Frazer Town, Bangalore","Dentist",250,1,12,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","40 years experience","Pallikaranai, Chennai","General Medicine",350,1,40,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BHMS","5 years experience","Mayur Vihar Ph-I, Delhi","Homeopath",300,1,5,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS, MDS","20 years experience","Pollachi, Coimbatore","Dentist",200,2,20,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","19 years experience","Venkitapuram, Coimbatore","General Medicine",250,2,19,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","20 years experience","Mulund West, Mumbai","Dermatologists",100,2,20,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","14 years experience","Andheri East, Mumbai","Homeopath",100,1,14,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine, DNB - General Medicine","13 years experience","Mulund, Mumbai","General Medicine",600,3,13,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS","26 years experience","Chandivali, Mumbai","General Medicine",400,1,26,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS","27 years experience","JP Nagar 6 Phase, Bangalore","General Medicine",150,1,27,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDV","22 years experience","Banjara Hills, Hyderabad","Dermatologists",500,2,22,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Medicine","25 years experience","Karol Bagh, Delhi","General Medicine",500,2,25,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","28 years experience","Indiranagar, Bangalore","Dermatologists",700,2,28,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","9 years experience","Kandivali East, Mumbai","Dentist",100,1,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Prosthodontics","10 years experience","Jubilee Hills, Hyderabad","Dentist",250,2,10,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT","39 years experience","Keshav Puram, Delhi","ENT Specialist",500,3,39,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics","12 years experience","Kuniamuthur, Coimbatore","Dentist",100,2,12,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","36 years experience","Nangloi, Delhi","Homeopath",300,1,36,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS, Certificate in Dental Implants","41 years experience","Powai, Mumbai","Dentist",200,2,41,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DNB - Internal Medicine, Post Graduate Course in Rheumatology","20 years experience","JP Nagar 2 Phase, Bangalore","General Medicine",350,3,20,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"BHMS","22 years experience","CV Raman Nagar, Bangalore","Homeopath",500,1,22,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Prosthodontics","15 years experience","Kondapur, Hyderabad","Dentist",300,2,15,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MS - ENT, MBBS","6 years experience","Erragadda, Hyderabad","ENT Specialist",500,2,6,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Fellowship in Oral implantlogy, MDS - Oral & Maxillofacial Surgery, BDS","12 years experience","Ambalamukku, Thiruvananthapuram","Dentist",250,3,12,8,2," Thiruvananthapuram",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology","26 years experience","Pitampura, Delhi","Dermatologists",400,2,26,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology, MD - Venereology","48 years experience","Shalimar Bagh, Delhi","Dermatologists",100,3,48,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MD - Homeopathy, LCEH","34 years experience","Andheri West, Mumbai","Homeopath",800,2,34,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BAMS","37 years experience","Bandra East, Mumbai","Ayurveda",40,1,37,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","15 years experience","Madhapur, Hyderabad","Homeopath",700,1,15,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BAMS","4 years experience","Jubilee Hills, Hyderabad","Ayurveda",200,1,4,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS","42 years experience","Vadavalli, Coimbatore","General Medicine",100,1,42,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MDS - Oral & Maxillofacial Surgery, BDS","25 years experience","Besant Nagar, Chennai","Dentist",200,2,25,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","16 years experience","Byculla, Mumbai","ENT Specialist",300,2,16,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","8 years experience","Rohini, Delhi","Dentist",200,1,8,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS","5 years experience","Indiranagar, Bangalore","Dermatologists",500,3,5,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","6 years experience","Parel, Mumbai","Dermatologists",500,2,6,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - General Surgery, MD - Medicine","23 years experience","Parel, Mumbai","General Medicine",500,3,23,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Oral Medicine and Radiology","11 years experience","Alwal, Hyderabad","Dentist",200,2,11,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, D.Y.A, Post Graduate Diploma in Emergency Services (PGDEMS), MD - Ayurveda Medicine","12 years experience","Dadar West, Mumbai","Ayurveda",500,4,12,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Dermatology, MS - General Surgery, DDV, MAMS","30 years experience","Adyar, Chennai","Dermatologists",500,5,30,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BHMS","22 years experience","Indiranagar, Bangalore","Homeopath",300,1,22,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MD - Dermatology, DDV","33 years experience","Kandivali West, Mumbai","Dermatologists",800,2,33,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT","7 years experience","Punjagutta, Hyderabad","ENT Specialist",300,2,7,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS","37 years experience","TV Chalai, Thiruvananthapuram","Homeopath",150,1,37,8,6," Thiruvananthapuram",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"BHMS","18 years experience","Hari Nagar, Delhi","Homeopath",350,1,18,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT","50 years experience","Triplicane, Chennai","ENT Specialist",200,3,50,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","37 years experience","Safdarjung Enclave, Delhi","General Medicine",100,2,37,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS, MD - Repertory","11 years experience","Serilingampally, Hyderabad","Homeopath",150,2,11,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS","8 years experience","Koramangala, Bangalore","Dentist",200,1,8,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","15 years experience","Hauz Khas, Delhi","Dentist",500,2,15,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DNB - Obstetrics & Gynecology","18 years experience","Medavakkam, Chennai","General Medicine",300,2,18,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS-Oral Pathology and Oral Microbiology, Fellow of Academy of General Education (FAGE), Certificate in Dental Implants","27 years experience","Mehdipatnam, Hyderabad","Dentist",200,4,27,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BHMS, MD - Homeopathy","14 years experience","Okhla, Delhi","Homeopath",150,2,14,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS","11 years experience","Dadar West, Mumbai","Dentist",100,1,11,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS","2 years experience","RMV 2nd Stage, Bangalore","Dentist",100,1,2,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Orthodontics","19 years experience","Patel Nagar West, Delhi","Dentist",300,2,19,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB","8 years experience","HSR Layout, Bangalore","Dermatologists",350,4,8,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology","25 years experience","Pitampura, Delhi","Dermatologists",800,2,25,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","41 years experience","Sheikh Sarai, Delhi","General Medicine",100,2,41,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","12 years experience","Goregaon West, Mumbai","Homeopath",400,1,12,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","18 years experience","Ganapathy, Coimbatore","Dentist",100,2,18,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, DNB","14 years experience","Ecil, Hyderabad","General Medicine",500,2,14,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MD - General Medicine, Postgraduate Diploma Clinical Cardiology (PGDCC), MBBS","14 years experience","Vadavalli, Coimbatore","General Medicine",200,3,14,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MD - Physician, Post Graduate Diploma in Clinical Research (PGDCR)","8 years experience","Laxmi Nagar, Delhi","General Medicine",50,2,8,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, DNB - Dermatology & Venereology","12 years experience","Karkardooma, Delhi","Dermatologists",500,2,12,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","21 years experience","Santosh Nagar, Hyderabad","Dentist",200,1,21,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS","22 years experience","Champapet, Hyderabad","Dentist",100,2,22,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology","11 years experience","Bandra West, Mumbai","Dermatologists",100,2,11,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MD - Medicine, MBBS","27 years experience","Pitampura, Delhi","General Medicine",800,2,27,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MD - Medicine, MBBS","29 years experience","Surya Niketan, Delhi","General Medicine",600,2,29,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS","7 years experience","Kovilpalayam, Coimbatore","General Medicine",50,1,7,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BDS, Diploma in Public Health","15 years experience","Miyapur, Hyderabad","Dentist",100,2,15,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT, DNB - Otorhinolaryngology","25 years experience","Rajajinagar, Bangalore","ENT Specialist",400,3,25,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Post MD SR AIIMS, MD - Dermatology, MBBS","11 years experience","Saket, Delhi","Dermatologists",700,3,11,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT, DNB - ENT","11 years experience","Santacruz West, Mumbai","ENT Specialist",600,3,11,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","32 years experience","Kalkaji, Delhi","General Medicine",250,1,32,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","9 years experience","Attapur, Hyderabad","Homeopath",300,1,9,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
